"","author","title","journal","keywords","extra_keywords","abstract","publisher","pubdate","pubyear","doi2","affil","affil2","doi_methods"
"397","Arregui, Igor
Galuardi, Benjamin
Goni, Nicolas
Lam, Chi Hin
Fraile, Igaratza
Santiago, Josu
Lutcavage, Molly
Arrizabalaga, Haritz","Movements and geographic distribution of juvenile bluefin tuna in the
Northeast Atlantic, described through internal and satellite archival
tags","ICES J MAR SCI","THUNNUS-THYNNUS-ORIENTALIS; ULTRASONIC TELEMETRY; POPULATION-STRUCTURE;
DIVING BEHAVIOR; TAGGING DATA; HABITAT USE; PACIFIC; FISH; SEA; BAY","Atlantic bluefin tuna; Bay of Biscay; depth distribution; dispersal;
electronic tagging; habitat utilization; migration","From 2005 to 2010, 136 internal archival tags and 29 pop-up satellite archival tags were used to track juvenile Atlantic bluefin tuna in the Bay of Biscay. Information from 15 pop-up and 5 internal archival tags was recovered. The analysis was adapted for a common treatment of both types of tag data, allowing classification of overwintering distribution patterns, fidelity to the Bay of Biscay feeding area, as well as of horizontal and vertical habitat utilization. Results show substantial geographic dispersion from autumn to spring, with high habitat concentration in the Bay of Biscay during summer, when bluefin tuna inhabit in the mixed layer. Of the individuals that left the Bay of Biscay towards the end of the year, a high percentage returned the next year, suggesting a strong fidelity to the area. Thirty-three percent of records during the overwintering periods revealed residency in the Bay of Biscay and surrounding areas. Half of the fish overwintered in the mid-Atlantic, near the Azores or Madeira Islands, while three (17%) made trans-Atlantic round trips, and one individual travelled to and remained off the eastern coast of the United States. These findings challenge previous assumptions regarding the seasonality and annual movements of bluefin tuna from the Bay of Biscay, while demonstrating extensive spatio-temporal dispersion.","OXFORD UNIV PRESS","SEP-OCT",2018,"101093icesjmsfsy056","[Arregui, Igor; Goni, Nicolas; Fraile, Igaratza; Arrizabalaga, Haritz] Azti Tecnalia, Itsas Ikerketa Saila, Herrera Kaia Portualdea Zg, E-20110 Pasaia, Gipuzkoa, Spain./[Galuardi, Benjamin] Univ Massachusetts Dartmouth, Sch Marine Sci & Technol, Fairhaven, MA USA./[Lam, Chi Hin; Lutcavage, Molly] Univ Massachusetts Boston, Large Pelag Res Ctr, Gloucester, MA USA./[Santiago, Josu] Azti Tecnalia, Itsas Ikerketa Saila, Txatxarramendi Ugartea Zg, E-48395 Sukarrieta, Bizkaia, Spain.","Arregui, I (reprint author), Azti Tecnalia, Itsas Ikerketa Saila, Herrera Kaia Portualdea Zg, E-20110 Pasaia, Gipuzkoa, Spain.",NA
"398","Krauss, Siegfried L.
Roberts, David G.
Phillips, Ryan D.
Edwards, Caroline","Effectiveness of camera traps for quantifying daytime and nighttime
visitation by vertebrate pollinators","ECOL EVOL","BANKSIA-MENZIESII; WESTERN-AUSTRALIA; RODENT-POLLINATION; IMPACTS;
BEHAVIOR; ECOLOGY; POLLEN; BIRDS; CONSEQUENCES; BIODIVERSITY","Banksia; camera trapping; honey possum; honeyeaters; plant mating;
pollination; pollination syndrome; remote sensing; vertebrates","Identification of pollen vectors is a fundamental objective of pollination biology. The foraging and social behavior of these pollinators has profound effects on plant mating, making quantification of their behavior critical for understanding the ecological and evolutionary consequences of different pollinators for the plants they visit. However, accurate quantification of visitation may be problematic, especially for shy animals and/or when the temporal and spatial scale of observation desired is large. Sophisticated heat- and movement-triggered motion-sensor cameras (camera trapping) provide new, underutilized tools to address these challenges. However, to date, there has been no rigorous evaluation of the sampling considerations needed for using camera trapping in pollination research. We measured the effectiveness of camera trapping for identifying vertebrate visitors and quantifying their visitation rates and foraging behavior on Banksia menziesii (Proteaceae). Multiple still cameras (Reconyx HC 500) and a video camera (Little Acorn LTL5210A) were deployed. From 2,753 recorded visits by vertebrates, we identified five species of nectarivorous honeyeater (Meliphagidae) and the honey possum (Tarsipedidae), with significant variation in the species composition of visitors among inflorescences. Species of floral visitor showed significant variation in their time of peak activity, duration of visits, and numbers of flowers probed per visit. Where multiple cameras were deployed on individual inflorescences, effectiveness of individual still cameras varied from 15% to 86% of all recorded visits. Methodological issues and solutions, and the future uses of camera traps in pollination biology, are discussed.Conclusions and wider implications: Motion-triggered cameras are promising tools for the quantification of vertebrate visitation and some aspects of behavior on flowers. However, researchers need to be mindful of the variation in effectiveness of individual camera traps in detecting animals. Pollinator studies using camera traps are in their infancy, and the full potential of this developing technology is yet to be realized.","WILEY","SEP",2018,"101002ece34438","[Krauss, Siegfried L.; Roberts, David G.; Phillips, Ryan D.] Kings Pk & Bot Gardens, Sci Directorate, Bot Garden & Pk Author, Perth, WA, Australia./[Krauss, Siegfried L.] Univ Western Australia, Sch Biol Sci, Crawley, WA, Australia./[Roberts, David G.] Univ Western Australia, Ctr Nat Resource Management, Albany, WA, Australia./[Phillips, Ryan D.] Australian Natl Univ, Res Sch Biol, Ecol & Evolut, Canberra, ACT, Australia./[Phillips, Ryan D.] La Trobe Univ, Dept Ecol Environm & Evolut, Melbourne, Vic, Australia./[Edwards, Caroline] Oberlin Coll, Oberlin, OH 44074 USA.","Krauss, SL (reprint author), Kings Pk & Bot Gardens, Bot Garden & Pk Author, Perth, WA, Australia.",NA
"400","Borges, Paulo Henrique
Cumming, Sean
Ronque, Enio R. V.
Cardoso, Felippe
Avelar, Ademar
Rechenchosky, Leandro
da Costa, Israel Teoldo
Rinaldi, Wilson","Relationship Between Tactical Performance, Somatic Maturity and
Functional Capabilities in Young Soccer Players","J HUM KINET","INTERMITTENT RECOVERY TEST; SPORT-SPECIFIC SKILLS; SMALL-SIDED GAMES;
YOUTH SOCCER; BASKETBALL PLAYERS; ELITE; RELIABILITY; MATURATION;
BEHAVIOR","maturation; fitness; sports selection; tactics; team sports","The aim of the study was to investigate the relationship between tactical performance, somatic maturity, and functional capabilities in young soccer players. Study participants were 48 soccer players (14.80 +/- 1.5 years) belonging to an extension project at the State University of Maringa - Brazil. Anthropometric measurements of body mass, body height, and sitting height were carried out. The number of years to peak height velocity (PHV) was used as an index of maturation. Evaluations of functional fitness included the following tests: sit-and-reach, Yo-Yo Intermittent Recovery Test Level 1, handgrip test, modified abdominal test, and vertical jumps (Counter Movement Jump and Jump Squat). Tactical performance was assessed through the System of Tactical Assessment in Soccer (FUT-SAT). Multiple Linear Regression models were used to estimate the relative contributions of functional and maturational capacities to tactical performance. The results indicated weak associations between the tactical performance indices and somatic maturity, functional capacity, and anthropometric attributes (r < 0.40). The Yo-Yo Test contributed to 36% of the defensive tactic performance variation in the under 13 category. These results suggest that the level of maturity, growth status, and functional fitness have limited impact on tactical performance of young soccer players.","DE GRUYTER POLAND SP ZOO","SEP",2018,"101515hukin20170190","[Borges, Paulo Henrique; Avelar, Ademar; Rechenchosky, Leandro; Rinaldi, Wilson] Univ Estadual Maringa, Dept Phys Educ, Maringa, Parana, Brazil./[Cumming, Sean] Univ Bath, Dept Hlth, Bath, Avon, England./[Ronque, Enio R. V.] Univ Estadual Londrina, Dept Phys Educ, Londrina, Brazil./[Cardoso, Felippe; da Costa, Israel Teoldo] Univ Fed Vicosa, Dept Phys Educ, Vicosa, MG, Brazil.","Borges, PH (reprint author), Domingos Miao St 309, BR-87023025 Maringa, PR, Brazil.",NA
"401","Casamichana, David
Bradley, Paul S.
Castellano, Julen","* Influence of the Varied Pitch Shape on Soccer Players Physiological
Responses and Time-Motion Characteristics During Small-Sided Games","J HUM KINET","HEART-RATE RESPONSES; INTERMITTENT RECOVERY TEST; ELITE AUSTRALIAN
FOOTBALL; YOUTH SOCCER; PHYSICAL PERFORMANCE; DEMANDS; SPORTS;
ACCELERATION; RELIABILITY; BEHAVIOR","soccer; specific training; GPS; heart rate; pitch dimensions","The aim of this study was to investigate the effect of pitch shape modifications on heart rate responses and time-motion characteristics in soccer players during 5-a-side small-sided games (SSGs). Players completed four different SSG dimensions: (1) short narrow pitch (SN; 40 x 25 m), (2) short wide pitch (SW; 66 x 25 m), (3) long narrow pitch (LN; 40 x 50 m), and (4) long wide pitch (LW; 66 x 50 m). Twenty amateur soccer players (age: 21 +/- 5 yr; stature: 176.8 +/- 1.9 cm; body mass: 72.7 +/- 3.7 kg) were monitored using a heart rate monitor and a 10 Hz GPS device. Mean maximum heart rate (% HRmax), rating of perceived exertion (RPE), peak running speed, total distance covered (TD), distance covered in four speed categories, number of moderate and high accelerations (Ac), decelerations (Dc), changes of direction (COD) and player load were recorded. Increasing the pitch length had a greater effect compared to increasing the pitch width especially on RPE (3.8, 6.3, 4.9 and 6.6 AU to SN, LN, SW and LW, respectively) and time-motion characteristics such as TD (101, 127, 108 and 131 m.min(-1) to SN, LN, SW and LW, respectively), peak speed (4.8, 6.1, 5.2 and 6.2 m.s(-1) to SN, LN, SW and LW, respectively), and the number of accelerations, decelerations, and changes of direction. The data demonstrates that increasing the length rather than the width of 5-a-side SSG has a greater impact on players' responses in terms of increasing workloads.","DE GRUYTER POLAND SP ZOO","SEP",2018,"101515hukin20170192","[Casamichana, David] Univ Cantabria, Cantabria Univ Sch, Fac Physiotherapy & Speech Therapy Gimbernat, Torrelavega, Spain./[Bradley, Paul S.] Liverpool John Moores Univ, Res Inst Sport & Exercise Sci, Liverpool, Merseyside, England./[Castellano, Julen] Univ Basque Country, UPV EHU, Fac Educ & Sport, Vitoria, Spain.","Castellano, J (reprint author), Univ Basque Country, UPV EHU, Fac Educ & Sport, Dept Phys Educ & Sport, Portal Lasarte 71, Vitoria 01007, Spain.",NA
"402","Hunter, Andrew H.
Murphy, Sean C.
Angilletta, Michael J., Jr.
Wilson, Robbie S.","Anticipating the Direction of Soccer Penalty Shots Depends on the Speed
and Technique of the Kick","SPORTS","INFORMATION; MOVEMENT; GOALKEEPERS; PERCEPTION; ACCURACY; AMPLITUDE;
BEHAVIOR; PLAYERS; PICKUP; TURNS","soccer; anticipation; speed; trade-off; goalkeeper; penalty; shooting","To succeed at a sport, athletes must manage the biomechanical trade-offs that constrain their performance. Here, we investigate a previously unknown trade-off in soccer: how the speed of a kick makes the outcome more predictable to an opponent. For this analysis, we focused on penalty kicks to build on previous models of factors that influence scoring. More than 700 participants completed an online survey, watching videos of penalty shots from the perspective of a goalkeeper. Participants (ranging in soccer playing experience from never played to professional) watched 60 penalty kicks, each of which was occluded at a particular moment (-0.4 s to 0.0 s) before the kicker contacted the ball. For each kick, participants had to predict shot direction toward the goal (left or right). As expected, predictions became more accurate as time of occlusion approached ball contact. However, the effect of occlusion was more pronounced when players kicked with the side of the foot than when they kicked with the top of the foot (instep). For side-foot kicks, the direction of shots was predicted more accurately for faster kicks, especially when a large portion of the kicker's approach was presented. Given the trade-off between kicking speed and directional predictability, a penalty kicker might benefit from kicking below their maximal speed.","MDPI","SEP",2018,"103390sports6030073","[Hunter, Andrew H.; Wilson, Robbie S.] Univ Queensland, Sch Biol Sci, St Lucia, Qld 4067, Australia./[Murphy, Sean C.] Univ Melbourne, Melbourne Sch Psychol Sci, Parkville, Vic 3052, Australia./[Angilletta, Michael J., Jr.] Arizona State Univ, Sch Life Sci, Tempe, AZ 85281 USA.","Hunter, AH (reprint author), Univ Queensland, Sch Biol Sci, St Lucia, Qld 4067, Australia.",NA
"403","Rago, Vincenzo
Brito, Joao
Figueiredo, Pedro
Carvalho, Thiago
Fernandes, Tiago
Fonseca, Pedro
Rebelo, Antonio","Countermovement Jump Analysis Using Different Portable Devices:
Implications for Field Testing","SPORTS","PROFESSIONAL SOCCER PLAYERS; VERTICAL JUMP; ACCELEROMETRIC SYSTEM;
SPORTS-MEDICINE; RELIABILITY; VALIDITY; PERFORMANCE; SEASON; FATIGUE;
SCIENCE","force platform; motion analysis; neuromuscular assessment; measurements;
reliability; validity","The aim of this study was to analyze the concurrent validity, test-retest reliability, and capacity to detect changes of four different portable devices used to measure a wide range of neuromuscular parameters derived from countermovement jump (CMJ). An accelerometric device (Myotest), a jump mat (Ergojump), an optical device (Optojump), and a smartphone app (MyJump) were simultaneously examined for concurrent validity against gold-standard measures (motion-capture system and a force platform). Twenty-two CMJ-derived variables were collected from 15 healthy male subjects (n = 60 CMJs). Contraction time (CT) and eccentric duration (EccD) measurements obtained from the Myotest were moderately to largely associated with and not different from force platform measurements (r = 0.31 to 0.64, ES = 0.11 to 0.18) and showed moderate test-retest reliability (intraclass correlation coefficient (ICC) = 0.92 to 0.97, coefficient of variation (CV) = 3.8 to 8.0%). Flight time (FT) and jump height (JH) from Ergojump, Optojump, and MyJump showed moderate to strong associations with gold-standard measurements (r = 0.57 to 0.98) and good test-retest reliability (ICC = 0.54 to 0.97, CV = 1.8 to 4.2). However, all portable devices underestimated JH (ES = 1.25 to 2.75). Independent of the instrument used, the analyzed CMJ variables showed good capacity to detect changes (standard error of measurement (SEM) < smallest worthwhile change (SWC)), with the exception of rate of force and rate of power development parameters, which showed marginal capacity (SEM > SWC). The Myotest is preferable to measure temporal parameters during ground contact, whereas Ergojump, Optojump, and MyJump devices may be preferable to measure FT and JH, with the Optojump being the most accurate.","MDPI","SEP",2018,"103390sports6030091","[Rago, Vincenzo; Carvalho, Thiago; Fernandes, Tiago; Rebelo, Antonio] Univ Porto, Ctr Res Educ Innovat & Intervent Sports, P-4099002 Porto, Portugal./[Rago, Vincenzo; Brito, Joao; Figueiredo, Pedro] Portuguese Football Federat, Portugal Football Sch, P-1495433 Oeiras, Portugal./[Figueiredo, Pedro] Univ Inst Maia, Res Ctr Sports Sci Hlth Sci & Human Dev, CIDESD, ISMAI, P-4475690 Maia, Portugal./[Fonseca, Pedro] Univ Porto, Porto Biomech Lab, P-4099002 Porto, Portugal.","Rago, V (reprint author), Univ Porto, Ctr Res Educ Innovat & Intervent Sports, P-4099002 Porto, Portugal.; Rago, V (reprint author), Portuguese Football Federat, Portugal Football Sch, P-1495433 Oeiras, Portugal.",NA
"404","Young, Warren B.
Duthie, Grant M.
James, Lachlan P.
Talpey, Scott W.
Benton, Dean T.
Kilfoyle, Anthony","Gradual vs. Maximal Acceleration: Their Influence on the Prescription of
Maximal Speed Sprinting in Team Sport Athletes","SPORTS","RUGBY UNION PLAYERS; MATCH-PLAY; RUNNING PERFORMANCE; AUSTRALIAN
FOOTBALL; MOTION ANALYSIS; LEAGUE; SOCCER; TIME; COMPETITION; VALIDITY","acceleration; team sport; conditioning; programming","The primary purpose of this study was to determine if a difference existed between peak speed attained when performing a sprint with maximal acceleration versus from a gradual build-up. Additionally, this investigation sought to compare the actual peak speed achieved when instructed to reach 75% and 90% of maximum speed. Field sport athletes (n = 21) performed sprints over 60 m under the experimental conditions, and the peak speed was assessed with a radar gun. The gradual build-up to maximum speed (8.30 +/- 0.40 m.s(-1)) produced the greater peak speed (effect size = 0.3, small) than the maximum acceleration run (8.18 +/- 0.40 m.s(-1)), and the majority of participants (62%) followed this pattern. For the sub-maximum runs, the actual mean percentage of maximum speed reached was 78 +/- 6% for the 75% prescribed run and 89 +/- 5% for the 90% prescription. The errors in attaining the prescribed peak speeds were large (similar to similar to 15%) for certain individuals, especially for the 75% trial. Sprint training for maximum speed should be performed with a gradual build-up of speed rather than a maximum acceleration. For sub-maximum interval training, the ability to attain the prescribed target peak speed can be challenging for field sport athletes, and therefore where possible, feedback on peak speeds reached should be provided after each repetition.","MDPI","SEP",2018,"103390sports6030066","[Young, Warren B.; James, Lachlan P.; Talpey, Scott W.; Kilfoyle, Anthony] Federat Univ, Sch Hlth & Life Sci, Ballarat, Vic 3350, Australia./[Duthie, Grant M.] Australian Catholic Univ, Sch Exercise Sci, Sydney, NSW 2060, Australia./[James, Lachlan P.] La Trobe Univ, Sch Allied Hlth, Dept Rehabil Nutr & Sport, Melbourne, Vic 3086, Australia./[Talpey, Scott W.] Southern Connecticut State Univ, Exercise Sci Dept, New Haven, CT 06515 USA./[Benton, Dean T.] Atletico, Melbourne, Vic, Australia.","Young, WB (reprint author), Federat Univ, Sch Hlth & Life Sci, Ballarat, Vic 3350, Australia.",NA
"405","Gill, Satinder
Seth, Nitin
Scheme, Erik","A Multi-Sensor Matched Filter Approach to Robust Segmentation of
Assisted Gait","SENSORS-BASEL","PARKINSONS-DISEASE; EVERYDAY TECHNOLOGY; EVENT DETECTION; RATE
GYROSCOPE; OLDER-ADULTS; WALKING; ACCELEROMETER; KINEMATICS; DEMENTIA;
SYSTEM","multi-sensor; assistive device; cane; gait analysis; loading
information; inertial measurement unit (IMU); stride segmentation","Individuals with mobility impairments related to age, injury, or disease, often require the help of an assistive device (AD) such as a cane to ambulate, increase safety, and improve overall stability. Instrumenting these devices has been proposed as a non-invasive way to proactively monitor an individual's reliance on the AD while also obtaining information about behaviors and changes in gait. A critical first step in the analysis of these data, however, is the accurate processing and segmentation of the sensor data to extract relevant gait information. In this paper, we present a highly accurate multi-sensor-based gait segmentation algorithm that is robust to a variety of walking conditions using an AD. A matched filtering approach based on loading information is used in conjunction with an angular rate reversal and peak detection technique, to identify important gait events. The algorithm is tested over a variety of terrains using a hybrid sensorized cane, capable of measuring loading, mobility, and stability information. The reliability and accuracy of the proposed multi-sensor matched filter (MSMF) algorithm is compared with variations of the commonly employed gyroscope peak detection (GPD) algorithm. Results of an experiment with a group of 30 healthy participants walking over various terrains demonstrated the ability of the proposed segmentation algorithm to reliably and accurately segment gait events.","MDPI","SEP",2018,"103390s18092970","[Gill, Satinder; Seth, Nitin; Scheme, Erik] Univ New Brunswick, Inst Biomed Engn, Fredericton, NB E3B 5A3, Canada./[Scheme, Erik] Univ New Brunswick, Dept Elect & Comp Engn, Fredericton, NB E3B 5A3, Canada.","Scheme, E (reprint author), Univ New Brunswick, Inst Biomed Engn, Fredericton, NB E3B 5A3, Canada.; Scheme, E (reprint author), Univ New Brunswick, Dept Elect & Comp Engn, Fredericton, NB E3B 5A3, Canada.",NA
"406","Kobsar, Dylan
Ferber, Reed","Wearable Sensor Data to Track Subject-Specific Movement Patterns Related
to Clinical Outcomes Using a Machine Learning Approach","SENSORS-BASEL","KNEE OSTEOARTHRITIS; GAIT ANALYSIS; EXERCISE; INTERVENTION;
BIOMECHANICS; MEDICINE; SUPPORT; WALKING; PAIN; SELF","accelerometer; machine learning; pattern recognition; sensors; gait;
clinical; knee; osteoarthritis","Wearable sensors can provide detailed information on human movement but the clinical impact of this information remains limited. We propose a machine learning approach, using wearable sensor data, to identify subject-specific changes in gait patterns related to improvements in clinical outcomes. Eight patients with knee osteoarthritis (OA) completed two gait trials before and one following an exercise intervention. Wearable sensor data (e.g., 3-dimensional (3D) linear accelerations) were collected from a sensor located near the lower back, lateral thigh and lateral shank during level treadmill walking at a preferred speed. Wearable sensor data from the 2 pre-intervention gait trials were used to define each individual's typical movement pattern using a one-class support vector machine (OCSVM). The percentage of strides defined as outliers, based on the pre-intervention gait data and the OCSVM, were used to define the overall change in an individual's movement pattern. The correlation between the change in movement patterns following the intervention (i.e., percentage of outliers) and improvement in self-reported clinical outcomes (e.g., pain and function) was assessed using a Spearman rank correlation. The number of outliers observed post-intervention exhibited a large association ( = 0.78) with improvements in self-reported clinical outcomes. These findings demonstrate a proof-of-concept and a novel methodological approach for integrating machine learning and wearable sensor data. This approach provides an objective and evidence-informed way to understand clinically important changes in human movement patterns in response to exercise therapy.","MDPI","SEP",2018,"103390s18092828","[Kobsar, Dylan; Ferber, Reed] Univ Calgary, Fac Kinesiol, 2500 Univ Dr NW, Calgary, AB T2N 1N4, Canada./[Ferber, Reed] Running Injury Clin, Calgary, AB T2N 1N4, Canada./[Ferber, Reed] Univ Calgary, Fac Nursing, Calgary, AB T2N 1N4, Canada.","Kobsar, D (reprint author), Univ Calgary, Fac Kinesiol, 2500 Univ Dr NW, Calgary, AB T2N 1N4, Canada.",NA
"407","Leonhardt, Steffen
Leicht, Lennart
Teichmann, Daniel","Unobtrusive Vital Sign Monitoring in Automotive Environments-A Review","SENSORS-BASEL","FACIAL EXPRESSION RECOGNITION; HEART-RATE-VARIABILITY; MEASUREMENT
SYSTEM; MOTION ARTIFACTS; ECG MEASUREMENT; NONCONTACT; STRESS; RADAR;
VIDEO; CAR","unobtrusive monitoring techniques; car seat; driver state monitoring;
vehicle; electrocardiogram; steering wheel; capacitive
electrocardiogram; magnetic impedance; eddy currents;
ballistocardiography; photoplethysmography; PPG imaging; infrared
thermography; RADAR","This review provides an overview of unobtrusive monitoring techniques that could be used to monitor some of the human vital signs (i.e., heart activity, breathing activity, temperature and potentially oxygen saturation) in a car seat. It will be shown that many techniques actually measure mechanical displacement, either on the body surface and/or inside the body. However, there are also techniques like capacitive electrocardiogram or bioimpedance that reflect electrical activity or passive electrical properties or thermal properties (infrared thermography). In addition, photopleythysmographic methods depend on optical properties (like scattering and absorption) of biological tissues and-mainly-blood. As all unobtrusive sensing modalities are always fragile and at risk of being contaminated by disturbances (like motion, rapidly changing environmental conditions, triboelectricity), the scope of the paper includes a survey on redundant sensor arrangements. Finally, this review also provides an overview of automotive demonstrators for vital sign monitoring.","MDPI","SEP",2018,"103390s18093080","[Leonhardt, Steffen; Leicht, Lennart] Rhein Westfal TH Aachen, Helmholtz Inst Biomed Engn, Chair Med Informat Technol, D-52076 Aachen, Germany./[Teichmann, Daniel] MIT, IMES, Boston, MA 02139 USA.","Leonhardt, S (reprint author), Rhein Westfal TH Aachen, Helmholtz Inst Biomed Engn, Chair Med Informat Technol, D-52076 Aachen, Germany.",NA
"408","Rodriguez, German
Casado, Fernando E.
Iglesias, Roberto
Regueiro, Carlos, V
Nieto, Adrian","Robust Step Counting for Inertial Navigation with Mobile Phones","SENSORS-BASEL","ACTIVITY RECOGNITION; GAIT; VALIDATION; ALGORITHMS; VALIDITY","indoor-positioning; pedestrian dead reckoning; sensor fusion; step
counting","Mobile phones are increasingly used for purposes that have nothing to do with phone calls or simple data transfers, and one such use is indoor inertial navigation. Nevertheless, the development of a standalone application able to detect the displacement of the user starting only from the data provided by the most common inertial sensors in the mobile phones (accelerometer, gyroscope and magnetometer), is a complex task. This complexity lies in the hardware disparity, noise on data, and mostly the many movements that the mobile phone can experience and which have nothing to do with the physical displacement of the owner. In our case, we describe a proposal, which, after using quaternions and a Kalman filter to project the sensors readings into an Earth Centered inertial reference system, combines a classic Peak-valley detector with an ensemble of SVMs (Support Vector Machines) and a standard deviation based classifier. Our proposal is able to identify and filter out those segments of signal that do not correspond to the behavior of ""walking"", and thus achieve a robust detection of the physical displacement and counting of steps. We have performed an extensive experimental validation of our proposal using a dataset with 140 records obtained from 75 different people who were not connected to this research.","MDPI","SEP",2018,"103390s18093157","[Rodriguez, German; Nieto, Adrian] Situm Technol SL, Santiago De Compostela 15782, Spain./[Casado, Fernando E.; Iglesias, Roberto] Univ Santiago de Compostela, CiTIUS, Santiago De Compostela 15782, Spain./[Regueiro, Carlos, V] Univ A Coruna, Dept Comp Engn, La Coruna 15071, Spain.","Iglesias, R (reprint author), Univ Santiago de Compostela, CiTIUS, Santiago De Compostela 15782, Spain.",NA
"409","Tan, Jian
Fan, Xiangtao
Wang, Shenghua
Ren, Yingchao","Target Recognition of SAR Images via Matching Attributed Scattering
Centers with Binary Target Region","SENSORS-BASEL","APERTURE RADAR IMAGES; SPARSE REPRESENTATION; CLASSIFICATION; MODEL; ATR","synthetic aperture radar (SAR); target recognition; attributed
scattering center (ASC); region matching; score fusion","A target recognition method of synthetic aperture radar (SAR) images is proposed via matching attributed scattering centers (ASCs) to binary target regions. The ASCs extracted from the test image are predicted as binary regions. In detail, each ASC is first transformed to the image domain based on the ASC model. Afterwards, the resulting image is converted to a binary region segmented by a global threshold. All the predicted binary regions of individual ASCs from the test sample are mapped to the binary target regions of the corresponding templates. Then, the matched regions are evaluated by three scores which are combined as a similarity measure via the score-level fusion. In the classification stage, the target label of the test sample is determined according to the fused similarities. The proposed region matching method avoids the conventional ASC matching problem, which involves the assignment of ASC sets. In addition, the predicted regions are more robust than the point features. The Moving and Stationary Target Acquisition and Recognition (MSTAR) dataset is used for performance evaluation in the experiments. According to the experimental results, the method in this study outperforms some traditional methods reported in the literature under several different operating conditions. Under the standard operating condition (SOC), the proposed method achieves very good performance, with an average recognition rate of 98.34%, which is higher than the traditional methods. Moreover, the robustness of the proposed method is also superior to the traditional methods under different extended operating conditions (EOCs), including configuration variants, large depression angle variation, noise contamination, and partial occlusion.","MDPI","SEP",2018,"103390s18093019","[Tan, Jian; Fan, Xiangtao] Hainan Key Lab Earth Observat, Sanya 572029, Peoples R China./[Tan, Jian; Fan, Xiangtao; Ren, Yingchao] Chinese Acad Sci, Inst Remote Sensing & Digital Earth, Key Lab Digital Earth Sci, Beijing 100094, Peoples R China./[Wang, Shenghua] Beijing Informat Sci & Technol Univ, Sch Publ Adm & Mass Media, Beijing 100093, Peoples R China.","Wang, SH (reprint author), Beijing Informat Sci & Technol Univ, Sch Publ Adm & Mass Media, Beijing 100093, Peoples R China.",NA
"410","Brown, Casey L.
Kielland, Knut
Brinkman, Todd J.
Gilbert, Sophie L.
Euskirchen, Eugenie S.","Resource selection and movement of male moose in response to varying
levels of off-road vehicle access","ECOSPHERE","BEHAVIORAL-RESPONSES; ELK; WOLVES; WILDLIFE; HABITAT; RESILIENCE;
COMMUNITY; MODELS","all-terrain vehicle; habitat use; hunting; road density","Many rural communities are increasingly relying on off-road motorized vehicles to access wildlife for both subsistence harvest and recreational hunting. Understanding the effects of trail and road networks on wildlife behavior is crucial to effective management for subsistence opportunities in communities that depend on accessible populations as an ecosystem service. We collared 26 adult male moose (Alces alces) in interior Alaska to monitor fine-scale habitat selection and movement patterns before, during, and after the hunting season in relation to trail and habitat characteristics. Moose response varied by region and the associated distribution of regional hunter trails (e.g., trails and secondary roads). Moose that resided in areas with extensive trail access selected habitat closer to trails and vegetative cover. Additionally, moose step length increased as distance to cover increased. Moose in more remote, less accessible regions avoided areas with high trail densities and selected habitat closer to quality forage during the hunting season. Moose step lengths also increased with higher densities of trails. Our research suggests that landscape-level hunter access can affect patterns of male moose movement and habitat selection to avoid risk during the hunting season. Our models provide an innovative approach to examining the spatio-temporal variation of behavioral responses to habitat and landscape features and can serve as a framework for managers to better understand the relationships between human disturbance during the hunting season and wildlife management and conservation.","WILEY","SEP",2018,"101002ecs22405","[Brown, Casey L.; Kielland, Knut; Brinkman, Todd J.; Euskirchen, Eugenie S.] Univ Alaska, Inst Arctic Biol, Fairbanks, AK 99775 USA./[Gilbert, Sophie L.] Univ Idaho, Coll Nat Resources, Moscow, ID 83844 USA.","Brown, CL (reprint author), Univ Alaska, Inst Arctic Biol, Fairbanks, AK 99775 USA.",NA
